<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2024.01.30,7:00:00,2031.865,2033.445,2031.615,2032.22,3322,0,100
2024.01.30,8:00:00,2032.215,2036.05,2032.12,2034.6,5065,0,100
2024.01.30,9:00:00,2034.595,2040.55,2034.145,2037.97,7980,0,100
2024.01.30,10:00:00,2037.96,2039.495,2037.065,2038.36,7548,0,100
2024.01.30,11:00:00,2038.36,2038.715,2035.065,2035.755,5726,0,100
2024.01.30,12:00:00,2035.755,2037.4,2035.12,2035.64,4775,0,100
2024.01.30,13:00:00,2035.635,2036.18,2031.345,2034.41,5734,0,100
2024.01.30,14:00:00,2034.41,2036.42,2033.69,2036.035,5683,0,100
2024.01.30,15:00:00,2036.05,2038.05,2033.31,2037.85,13766,0,100
2024.01.30,16:00:00,2037.855,2048.635,2037.39,2046.655,23446,0,100
2024.01.30,17:00:00,2046.655,2048.405,2029.13,2032.675,31323,0,100
2024.01.30,18:00:00,2032.69,2036.18,2031.81,2035.935,13603,0,100
2024.01.30,19:00:00,2035.945,2036.23,2033.16,2034.045,9705,0,100
2024.01.30,20:00:00,2034.05,2034.05,2031.545,2032.84,7027,0,100
2024.01.30,21:00:00,2032.855,2037.135,2032.43,2036.155,6383,0,100
2024.01.30,22:00:00,2036.165,2036.715,2035.38,2036.06,5344,0,100
2024.01.30,23:00:00,2036.055,2036.955,2035.915,2036.91,2313,0,100
2024.01.31,1:00:00,2036.725,2036.88,2035.745,2036.53,1302,0,100
2024.01.31,2:00:00,2036.53,2038.695,2035.91,2036.19,4703,0,100
2024.01.31,3:00:00,2036.185,2037.31,2034.58,2034.695,6230,0,100
2024.01.31,4:00:00,2034.705,2034.975,2032.89,2033.775,5021,0,100
2024.01.31,5:00:00,2033.75,2034.3,2033.1,2033.97,3279,0,100
2024.01.31,6:00:00,2033.95,2034.895,2033.3,2034.635,2044,0,100
2024.01.31,7:00:00,2034.64,2035.26,2033.35,2035.145,3604,0,100
2024.01.31,8:00:00,2035.145,2035.895,2033.69,2034.405,3852,0,100
2024.01.31,9:00:00,2034.41,2038.705,2034.015,2036.69,8924,0,100
2024.01.31,10:00:00,2036.69,2040.48,2036.24,2039.12,9213,0,100
2024.01.31,11:00:00,2039.125,2039.865,2037.975,2038.265,8547,0,100
2024.01.31,12:00:00,2038.275,2038.595,2036.605,2037.02,5584,0,100
2024.01.31,13:00:00,2037.05,2039.02,2036.985,2037.35,3734,0,100
2024.01.31,14:00:00,2037.38,2039.65,2037.145,2038.535,5862,0,100
2024.01.31,15:00:00,2038.57,2043.29,2036.095,2042.005,20235,0,100
2024.01.31,16:00:00,2041.985,2055.37,2040.775,2051.625,24871,0,100
2024.01.31,17:00:00,2051.61,2056.055,2050.51,2052.325,26492,0,100
2024.01.31,18:00:00,2052.33,2053.73,2047.55,2050.045,17403,0,100
2024.01.31,19:00:00,2050.04,2051.12,2049.34,2049.695,8305,0,100
2024.01.31,20:00:00,2049.695,2049.87,2045.8,2046.445,5996,0,100
2024.01.31,21:00:00,2046.43,2050.925,2039.485,2044.94,36980,0,100
2024.01.31,22:00:00,2044.84,2046.005,2030.895,2034.85,29389,0,100
2024.01.31,23:00:00,2034.915,2040.21,2033.415,2039.12,7122,0,100
2024.02.01,1:00:00,2039.915,2041.4,2039.56,2039.98,2017,0,100
2024.02.01,2:00:00,2040.01,2042.74,2039.23,2040.805,3602,0,100
2024.02.01,3:00:00,2040.805,2041.99,2040.1,2041.44,7239,0,100
2024.02.01,4:00:00,2041.4,2049.71,2041.31,2047.095,6906,0,100
2024.02.01,5:00:00,2047.1,2048.615,2045.655,2046.345,5233,0,100
2024.02.01,6:00:00,2046.335,2046.65,2045.045,2045.845,3317,0,100
2024.02.01,7:00:00,2045.825,2046.365,2044.38,2044.59,4292,0,100
2024.02.01,8:00:00,2044.59,2045.03,2042.46,2043.65,4800,0,100
2024.02.01,9:00:00,2043.645,2044.275,2041.18,2042.94,7479,0,100
2024.02.01,10:00:00,2042.915,2042.915,2039.03,2042.015,12268,0,100
2024.02.01,11:00:00,2041.99,2042.88,2040.39,2041.16,8425,0,100
2024.02.01,12:00:00,2041.155,2041.285,2031.02,2031.945,9252,0,100
2024.02.01,13:00:00,2031.94,2034.565,2030.05,2033.53,10920,0,100
2024.02.01,14:00:00,2033.53,2034.565,2030.175,2034.27,12115,0,100
2024.02.01,15:00:00,2034.285,2042.18,2030.905,2040.13,24442,0,100
2024.02.01,16:00:00,2040.155,2050.915,2040.065,2046.09,25076,0,100
2024.02.01,17:00:00,2046.085,2053.135,2040.365,2052.01,30173,0,100
2024.02.01,18:00:00,2052.01,2065.525,2051.83,2059.375,27715,0,100
2024.02.01,19:00:00,2059.39,2062.51,2051.31,2054.52,19896,0,100
2024.02.01,20:00:00,2054.51,2058.77,2052.215,2055.775,14971,0,100
2024.02.01,21:00:00,2055.745,2058.195,2054.2,2054.785,9324,0,100
2024.02.01,22:00:00,2054.775,2055.78,2053.525,2055.61,5771,0,100
2024.02.01,23:00:00,2055.61,2055.61,2053.935,2054.73,2963,0,100
2024.02.02,1:00:00,2054.44,2056.335,2054.44,2054.905,1550,0,100
2024.02.02,2:00:00,2054.89,2056.96,2054.6,2055.05,3059,0,100
2024.02.02,3:00:00,2055.05,2056.1,2052.94,2054.78,6227,0,100
2024.02.02,4:00:00,2054.785,2055.5,2051.985,2053.9,5210,0,100
2024.02.02,5:00:00,2053.885,2055.07,2053.665,2054.685,2749,0,100
2024.02.02,6:00:00,2054.655,2055.99,2054.14,2055.165,3016,0,100
2024.02.02,7:00:00,2055.16,2056.59,2054.505,2055.58,5441,0,100
2024.02.02,8:00:00,2055.595,2056.94,2054.19,2055.51,6628,0,100
2024.02.02,9:00:00,2055.455,2057,2054.81,2055.105,6434,0,100
2024.02.02,10:00:00,2055.095,2056.85,2053.74,2054.09,7057,0,100
2024.02.02,11:00:00,2054.09,2055.03,2052.745,2053.105,6242,0,100
2024.02.02,12:00:00,2053.1,2055.725,2053.01,2054.735,4865,0,100
2024.02.02,13:00:00,2054.74,2056.2,2053.76,2056.13,4866,0,100
2024.02.02,14:00:00,2056.135,2056.405,2053.845,2055.26,5766,0,100
2024.02.02,15:00:00,2055.26,2057.71,2029.615,2031.82,35111,0,100
2024.02.02,16:00:00,2031.74,2036.145,2027.865,2035.535,32132,0,100
2024.02.02,17:00:00,2035.47,2035.74,2028.58,2035.085,26293,0,100
2024.02.02,18:00:00,2035.08,2037.58,2033.18,2036.315,16010,0,100
2024.02.02,19:00:00,2036.315,2037.095,2033.99,2035.31,10963,0,100
2024.02.02,20:00:00,2035.315,2038.825,2034.495,2037.45,9455,0,100
2024.02.02,21:00:00,2037.45,2038.675,2036.485,2038.205,6293,0,100
2024.02.02,22:00:00,2038.24,2038.485,2036.04,2036.09,4968,0,100
2024.02.02,23:00:00,2036.105,2039.95,2036.105,2039.75,2437,0,100
2024.02.05,1:00:00,2040.875,2042.33,2039.225,2039.295,3740,0,100
2024.02.05,2:00:00,2039.295,2039.895,2033.72,2035.745,9271,0,100
2024.02.05,3:00:00,2035.725,2038.285,2034.525,2038.07,7725,0,100
2024.02.05,4:00:00,2038.05,2038.8,2033.04,2033.545,6994,0,100
2024.02.05,5:00:00,2033.525,2034.565,2030.315,2032.355,7736,0,100
2024.02.05,6:00:00,2032.35,2033.44,2031.645,2031.98,3509,0,100
2024.02.05,7:00:00,2031.96,2032.12,2029,2029.83,5495,0,100
2024.02.05,8:00:00,2029.83,2031.295,2026.96,2030.95,6299,0,100
2024.02.05,9:00:00,2030.96,2031.56,2026.855,2027.61,9037,0,100
2024.02.05,10:00:00,2027.635,2027.745,2021.53,2023.52,12343,0,100
2024.02.05,11:00:00,2023.535,2024.27,2020.73,2022.74,10274,0,100
2024.02.05,12:00:00,2022.75,2025.335,2022.37,2024.51,6933,0,100
2024.02.05,13:00:00,2024.51,2028.435,2024.17,2027.685,6909,0,100
2024.02.05,14:00:00,2027.705,2028.14,2022.715,2022.715,7652,0,100
2024.02.05,15:00:00,2022.705,2022.785,2015.035,2016.02,18571,0,100
2024.02.05,16:00:00,2016.03,2023.8,2014.95,2023.735,18451,0,100
2024.02.05,17:00:00,2022.55,2022.825,2015.58,2017.83,22516,0,100
2024.02.05,18:00:00,2017.835,2022.575,2017.825,2022.255,11145,0,100
2024.02.05,19:00:00,2022.255,2026.49,2021.445,2025.7,8351,0,100
2024.02.05,20:00:00,2025.7,2027.145,2025.485,2025.985,6200,0,100
2024.02.05,21:00:00,2025.985,2027.605,2025.195,2025.96,5773,0,100
2024.02.05,22:00:00,2025.96,2026.435,2024.075,2025.015,5176,0,100
2024.02.05,23:00:00,2025.015,2025.2,2024.17,2024.85,1312,0,100
2024.02.06,1:00:00,2025.365,2025.575,2023.82,2025.15,1854,0,100
2024.02.06,2:00:00,2025.13,2027.68,2025.09,2026.94,2681,0,100
2024.02.06,3:00:00,2026.935,2028.675,2026.5,2027.24,5376,0,100
2024.02.06,4:00:00,2027.235,2027.425,2025,2026.06,4549,0,100
2024.02.06,5:00:00,2026.06,2026.52,2023.55,2023.99,4598,0,100
2024.02.06,6:00:00,2024,2026.46,2023.65,2026.39,3674,0,100
2024.02.06,7:00:00,2026.41,2029.855,2025.885,2029.555,5215,0,100
2024.02.06,8:00:00,2029.555,2029.7,2026.25,2026.695,4660,0,100
2024.02.06,9:00:00,2026.705,2029.02,2026.27,2026.375,6257,0,100
2024.02.06,10:00:00,2026.395,2026.745,2023.465,2023.89,6038,0,100
2024.02.06,11:00:00,2023.885,2025.505,2022.97,2023.63,5817,0,100
2024.02.06,12:00:00,2023.63,2026.37,2023.44,2024.02,5289,0,100
2024.02.06,13:00:00,2024.02,2027.585,2023.005,2026.81,5574,0,100
2024.02.06,14:00:00,2026.81,2027.96,2024.575,2027.83,6210,0,100
2024.02.06,15:00:00,2027.83,2030.945,2026.325,2029.28,15542,0,100
2024.02.06,16:00:00,2029.245,2033.125,2026.98,2030.695,17056,0,100
2024.02.06,17:00:00,2030.69,2038.23,2029.675,2036.395,22216,0,100
2024.02.06,18:00:00,2036.38,2038.945,2035.265,2036.65,12594,0,100
2024.02.06,19:00:00,2036.63,2038.445,2032.17,2037.095,11372,0,100
2024.02.06,20:00:00,2037.02,2038.265,2033.875,2036.635,9621,0,100
2024.02.06,21:00:00,2036.64,2036.94,2035.045,2036.09,5780,0,100
2024.02.06,22:00:00,2036.11,2037.02,2035.25,2035.805,4134,0,100
2024.02.06,23:00:00,2035.805,2036.215,2035.08,2035.885,1001,0,100
2024.02.07,1:00:00,2035.695,2036.385,2034.6,2035.325,1420,0,100
2024.02.07,2:00:00,2035.34,2036.2,2034.485,2035.105,2396,0,100
2024.02.07,3:00:00,2035.11,2035.87,2034.295,2035.08,5307,0,100
2024.02.07,4:00:00,2035.08,2035.63,2034.125,2034.51,3750,0,100
2024.02.07,5:00:00,2034.51,2035.505,2034.11,2034.48,2917,0,100
2024.02.07,6:00:00,2034.46,2035.5,2034.185,2035.295,1539,0,100
2024.02.07,7:00:00,2035.28,2035.535,2033.295,2033.395,2999,0,100
2024.02.07,8:00:00,2033.4,2034.355,2032.495,2033.57,4508,0,100
2024.02.07,9:00:00,2033.57,2036.23,2033.32,2035.255,5298,0,100
2024.02.07,10:00:00,2035.24,2035.36,2031.29,2032.95,6240,0,100
2024.02.07,11:00:00,2032.995,2035.035,2032.455,2034.42,5752,0,100
2024.02.07,12:00:00,2034.425,2034.455,2032.725,2033.28,4139,0,100
2024.02.07,13:00:00,2033.28,2035.845,2032.795,2034.21,5662,0,100
2024.02.07,14:00:00,2034.21,2034.325,2030.645,2033.535,5989,0,100
2024.02.07,15:00:00,2033.55,2036.655,2032.4,2036.215,11319,0,100
2024.02.07,16:00:00,2036.215,2044.64,2032.73,2042.53,22236,0,100
2024.02.07,17:00:00,2042.545,2043.34,2035.48,2038.39,22005,0,100
2024.02.07,18:00:00,2038.39,2040.97,2037.645,2038.47,11115,0,100
2024.02.07,19:00:00,2038.47,2038.505,2034.08,2035.65,7898,0,100
2024.02.07,20:00:00,2035.665,2037.35,2034.055,2034.865,7751,0,100
2024.02.07,21:00:00,2034.875,2035.855,2034.225,2035.64,3813,0,100
2024.02.07,22:00:00,2035.635,2035.905,2034.45,2034.785,3470,0,100
2024.02.07,23:00:00,2034.785,2035.025,2033.755,2035,2208,0,100
2024.02.08,1:00:00,2035.52,2036.64,2035.42,2036.54,1230,0,100
2024.02.08,2:00:00,2036.52,2037.81,2036.415,2037.345,2073,0,100
2024.02.08,3:00:00,2037.35,2038.205,2036.72,2037.305,4561,0,100
2024.02.08,4:00:00,2037.305,2038.775,2035.87,2036.195,3934,0,100
2024.02.08,5:00:00,2036.23,2036.61,2031.815,2032.885,3565,0,100
2024.02.08,6:00:00,2032.86,2034.125,2031.74,2032.28,2770,0,100
2024.02.08,7:00:00,2032.185,2033.865,2031.19,2033.585,4619,0,100
2024.02.08,8:00:00,2033.585,2034.3,2032.38,2033.34,3400,0,100
2024.02.08,9:00:00,2033.335,2035.19,2031.67,2032.925,6046,0,100
2024.02.08,10:00:00,2032.925,2033.415,2028.97,2030.88,7455,0,100
2024.02.08,11:00:00,2030.875,2036.03,2029.855,2035.385,6221,0,100
2024.02.08,12:00:00,2035.385,2038.515,2034.8,2036.15,7626,0,100
2024.02.08,13:00:00,2036.145,2036.33,2027.94,2029.11,8851,0,100
2024.02.08,14:00:00,2029.11,2029.19,2023.74,2025.02,10342,0,100
2024.02.08,15:00:00,2025.05,2026.53,2020.965,2021.135,19520,0,100
2024.02.08,16:00:00,2021.145,2034.1,2020.25,2028.44,22374,0,100
2024.02.08,17:00:00,2028.44,2033.24,2027.655,2031.975,17966,0,100
2024.02.08,18:00:00,2031.985,2032.27,2027.755,2031.97,9920,0,100
2024.02.08,19:00:00,2031.985,2033.2,2030.38,2031.745,6587,0,100
2024.02.08,20:00:00,2031.71,2035.36,2031.18,2032.145,8406,0,100
2024.02.08,21:00:00,2032.145,2033.585,2031.46,2032.66,3187,0,100
2024.02.08,22:00:00,2032.66,2033.81,2032.635,2033.035,3130,0,100
2024.02.08,23:00:00,2033.035,2034.265,2033.035,2034.21,951,0,100
2024.02.09,1:00:00,2034.89,2035.1,2033.91,2034.34,880,0,100
2024.02.09,2:00:00,2034.35,2034.505,2032.015,2032.12,2312,0,100
2024.02.09,3:00:00,2032.12,2035.09,2032.12,2034.25,3664,0,100
2024.02.09,4:00:00,2034.275,2035.175,2034.035,2034.405,2348,0,100
2024.02.09,5:00:00,2034.43,2034.815,2033.04,2033.615,1981,0,100
2024.02.09,6:00:00,2033.615,2033.845,2032.385,2032.82,2158,0,100
2024.02.09,7:00:00,2032.82,2034.06,2032.165,2032.925,1574,0,100
2024.02.09,8:00:00,2032.965,2034.505,2032.295,2033.905,2460,0,100
2024.02.09,9:00:00,2033.905,2035.02,2032.925,2033.61,4958,0,100
2024.02.09,10:00:00,2033.61,2034.165,2030.57,2032.455,7516,0,100
2024.02.09,11:00:00,2032.46,2033.655,2031.14,2031.63,5432,0,100
2024.02.09,12:00:00,2031.62,2033.19,2031.085,2032.825,4526,0,100
2024.02.09,13:00:00,2032.825,2033.565,2031.535,2031.58,4325,0,100
2024.02.09,14:00:00,2031.58,2032.22,2028.605,2028.86,7003,0,100
2024.02.09,15:00:00,2028.855,2037.265,2025.62,2027.15,27304,0,100
2024.02.09,16:00:00,2027.145,2030.715,2023.145,2025.32,26884,0,100
2024.02.09,17:00:00,2025.3,2027.27,2021.92,2022.5,15681,0,100
2024.02.09,18:00:00,2022.53,2023.95,2020.34,2021.665,11289,0,100
2024.02.09,19:00:00,2021.665,2024.85,2021.33,2024.715,6481,0,100
2024.02.09,20:00:00,2024.695,2026.395,2022.855,2023.74,5150,0,100
2024.02.09,21:00:00,2023.74,2026.195,2023.4,2024.81,2652,0,100
2024.02.09,22:00:00,2024.79,2026.345,2023.96,2025.19,4480,0,100
2024.02.09,23:00:00,2025.18,2025.675,2024.01,2024.375,1923,0,100
2024.02.12,1:00:00,2026.815,2026.82,2024.455,2025.5,1661,0,100
2024.02.12,2:00:00,2025.5,2026.01,2025.025,2025.225,1276,0,100
2024.02.12,3:00:00,2025.225,2026.67,2023.565,2023.6,2367,0,100
2024.02.12,4:00:00,2023.6,2023.965,2022.3,2022.48,1970,0,100
2024.02.12,5:00:00,2022.48,2023.135,2021.92,2022.94,1700,0,100
2024.02.12,6:00:00,2022.92,2024.24,2022.645,2023.22,1230,0,100
2024.02.12,7:00:00,2023.22,2024.11,2023.015,2023.905,1393,0,100
2024.02.12,8:00:00,2023.905,2024.825,2023.61,2024.265,2375,0,100
2024.02.12,9:00:00,2024.275,2026.495,2023.11,2025.62,4446,0,100
2024.02.12,10:00:00,2025.61,2027.325,2023.65,2023.765,6966,0,100
2024.02.12,11:00:00,2023.735,2023.915,2020.45,2020.845,5531,0,100
2024.02.12,12:00:00,2020.82,2021.285,2020.07,2021.015,5100,0,100
2024.02.12,13:00:00,2021.015,2022.64,2020.31,2021.765,4154,0,100
2024.02.12,14:00:00,2021.765,2022.44,2020.615,2021.47,3830,0,100
2024.02.12,15:00:00,2021.48,2027.66,2018.62,2019.13,15815,0,100
2024.02.12,16:00:00,2019.14,2020.435,2013.285,2015.003,17047,0,100
2024.02.12,17:00:00,2015.003,2017.045,2012.15,2013.21,12902,0,100
2024.02.12,18:00:00,2013.225,2016.45,2011.945,2015.995,9243,0,100
2024.02.12,19:00:00,2015.995,2020.29,2015.705,2019.43,7958,0,100
2024.02.12,20:00:00,2019.43,2021.645,2017.865,2021.575,6596,0,100
2024.02.12,21:00:00,2021.575,2021.605,2018.685,2019.225,4309,0,100
2024.02.12,22:00:00,2019.225,2020.58,2018.915,2020.1,4294,0,100
2024.02.12,23:00:00,2020.09,2020.585,2019.735,2020.07,1627,0,100
2024.02.13,1:00:00,2019.91,2019.91,2018.715,2019.005,698,0,100
2024.02.13,2:00:00,2018.995,2019.635,2018.385,2019.515,2151,0,100
2024.02.13,3:00:00,2019.515,2021.275,2019.515,2020.38,2485,0,100
2024.02.13,4:00:00,2020.385,2020.435,2018.99,2018.995,1331,0,100
2024.02.13,5:00:00,2018.985,2019.18,2016.94,2018.66,2214,0,100
2024.02.13,6:00:00,2018.66,2019.68,2018.46,2019.025,1326,0,100
2024.02.13,7:00:00,2019.02,2021.72,2019.02,2020.825,1634,0,100
2024.02.13,8:00:00,2020.85,2024.18,2020.79,2023.74,2040,0,100
2024.02.13,9:00:00,2023.75,2025.86,2023.49,2025.285,4330,0,100
2024.02.13,10:00:00,2025.285,2026.36,2024.57,2026.205,5252,0,100
2024.02.13,11:00:00,2026.21,2026.99,2025.205,2026.755,3671,0,100
2024.02.13,12:00:00,2026.755,2028.065,2026.11,2026.64,4067,0,100
2024.02.13,13:00:00,2026.64,2029.4,2026.2,2027.72,4472,0,100
2024.02.13,14:00:00,2027.72,2029.03,2027.44,2028.33,3903,0,100
2024.02.13,15:00:00,2028.33,2031.545,2003.065,2004.465,29909,0,100
2024.02.13,16:00:00,2004.46,2006.035,1992.575,1995.76,29784,0,100
2024.02.13,17:00:00,1995.755,1996.035,1990.125,1992.31,19422,0,100
2024.02.13,18:00:00,1992.315,1997.9,1991.975,1994.97,11624,0,100
2024.02.13,19:00:00,1994.97,1996.075,1992.85,1993.75,5706,0,100
2024.02.13,20:00:00,1993.75,1995.85,1993.18,1993.575,5639,0,100
2024.02.13,21:00:00,1993.575,1993.875,1991.33,1991.855,4828,0,100
2024.02.13,22:00:00,1991.86,1993.725,1991.31,1992.7,4008,0,100
2024.02.13,23:00:00,1992.695,1993.695,1992.27,1993.09,2133,0,100
2024.02.14,1:00:00,1992.16,1992.82,1990.8,1991.595,1482,0,100
2024.02.14,2:00:00,1991.595,1993.305,1990.89,1992.705,2525,0,100
2024.02.14,3:00:00,1992.705,1992.94,1988.9,1992.895,4550,0,100
2024.02.14,4:00:00,1992.895,1993.665,1991.21,1992.28,3016,0,100
2024.02.14,5:00:00,1992.29,1993.125,1991.275,1992.505,2078,0,100
2024.02.14,6:00:00,1992.505,1992.955,1992.085,1992.44,1984,0,100
2024.02.14,7:00:00,1992.44,1993.43,1992.23,1993.02,1998,0,100
2024.02.14,8:00:00,1993.015,1993.025,1991.05,1992.415,2323,0,100
2024.02.14,9:00:00,1992.37,1993.185,1989.44,1989.525,6967,0,100
2024.02.14,10:00:00,1989.525,1990.71,1986.055,1988.555,9250,0,100
2024.02.14,11:00:00,1988.55,1991.66,1988.445,1991.31,6048,0,100
2024.02.14,12:00:00,1991.275,1993.49,1990.155,1992.97,4941,0,100
2024.02.14,13:00:00,1992.97,1993.365,1990.745,1992.345,5018,0,100
2024.02.14,14:00:00,1992.345,1993.335,1989.635,1990.33,4820,0,100
2024.02.14,15:00:00,1990.35,1993.26,1988.755,1989.205,14658,0,100
2024.02.14,16:00:00,1989.19,1992.355,1986.275,1987.48,17685,0,100
2024.02.14,17:00:00,1987.48,1989.065,1984.275,1987.95,18635,0,100
2024.02.14,18:00:00,1987.95,1993.715,1987.55,1993.23,14138,0,100
2024.02.14,19:00:00,1993.215,1995.35,1990.835,1994.425,9655,0,100
2024.02.14,20:00:00,1994.46,1996.175,1991.16,1991.76,7680,0,100
2024.02.14,21:00:00,1991.78,1992.04,1989.84,1991.83,4128,0,100
2024.02.14,22:00:00,1991.835,1991.905,1989.695,1991.15,4277,0,100
2024.02.14,23:00:00,1991.145,1993.02,1990.44,1992.27,1953,0,100
2024.02.15,1:00:00,1993.415,1993.965,1992.77,1993.8,1262,0,100
2024.02.15,2:00:00,1993.84,1994.37,1992.63,1993.74,3262,0,100
2024.02.15,3:00:00,1993.74,1994.395,1992.395,1992.6,3605,0,100
2024.02.15,4:00:00,1992.54,1993.595,1992.16,1993.195,2337,0,100
2024.02.15,5:00:00,1993.185,1993.355,1990.325,1990.86,2766,0,100
2024.02.15,6:00:00,1990.865,1992.22,1990.52,1992.08,1753,0,100
2024.02.15,7:00:00,1992.08,1993.01,1991.84,1991.99,1820,0,100
2024.02.15,8:00:00,1991.99,1993.475,1991.64,1993.3,2721,0,100
2024.02.15,9:00:00,1993.32,1994.81,1992.29,1993.92,5955,0,100
2024.02.15,10:00:00,1993.91,1996.085,1993.58,1995.265,5973,0,100
2024.02.15,11:00:00,1995.265,1996.89,1993.925,1996.46,4127,0,100
2024.02.15,12:00:00,1996.46,1998.07,1995.77,1996.08,4246,0,100
2024.02.15,13:00:00,1996.08,1998.19,1995.855,1997.58,4228,0,100
2024.02.15,14:00:00,1997.58,1999.18,1996.46,1998.05,5658,0,100
2024.02.15,15:00:00,1998.115,2004.435,1995.75,2003.875,22881,0,100
2024.02.15,16:00:00,2003.885,2008.34,2001.56,2003.795,22767,0,100
2024.02.15,17:00:00,2003.8,2008.2,1999.88,2000.875,18514,0,100
2024.02.15,18:00:00,2000.87,2001.555,1998.505,2000.26,12160,0,100
2024.02.15,19:00:00,2000.27,2004.645,2000.17,2003.69,7156,0,100
2024.02.15,20:00:00,2003.68,2004.955,2002.8,2004.58,5306,0,100
2024.02.15,21:00:00,2004.58,2006.52,2003.705,2005.18,5112,0,100
2024.02.15,22:00:00,2005.185,2005.19,2003.575,2004.495,4691,0,100
2024.02.15,23:00:00,2004.535,2004.765,2003.96,2004.44,1521,0,100
2024.02.16,1:00:00,2004.86,2004.86,2003.465,2003.495,1252,0,100
2024.02.16,2:00:00,2003.505,2003.775,2002.425,2002.635,2318,0,100
2024.02.16,3:00:00,2002.645,2005.71,2002.5,2005.59,3766,0,100
2024.02.16,4:00:00,2005.555,2005.7,2004.1,2004.585,2527,0,100
2024.02.16,5:00:00,2004.585,2004.92,2003.45,2004.37,2078,0,100
2024.02.16,6:00:00,2004.37,2004.42,2003.34,2003.7,2806,0,100
2024.02.16,7:00:00,2003.695,2004.825,2003.445,2004.56,1953,0,100
2024.02.16,8:00:00,2004.56,2004.83,2002.79,2003.81,3006,0,100
2024.02.16,9:00:00,2003.81,2006.57,2003.465,2005.245,4481,0,100
2024.02.16,10:00:00,2005.24,2005.745,2003.925,2005.02,4650,0,100
2024.02.16,11:00:00,2005.02,2006.49,2004.29,2005.115,4095,0,100
2024.02.16,12:00:00,2005.12,2007.605,2004.775,2007.255,3930,0,100
2024.02.16,13:00:00,2007.26,2007.875,2006.29,2007.375,3153,0,100
2024.02.16,14:00:00,2007.365,2008.19,2006.5,2006.895,4663,0,100
2024.02.16,15:00:00,2006.9,2007.04,1995.16,2001.525,21261,0,100
2024.02.16,16:00:00,2001.52,2003.455,1995.38,1998.02,21173,0,100
2024.02.16,17:00:00,1998.265,2011.08,1997.435,2007.98,24414,0,100
2024.02.16,18:00:00,2007.99,2011.015,2007.29,2009.28,11331,0,100
2024.02.16,19:00:00,2009.31,2014.48,2008.79,2013.39,7038,0,100
2024.02.16,20:00:00,2013.39,2015.19,2011.195,2013.92,6350,0,100
2024.02.16,21:00:00,2013.925,2015.23,2011.795,2012.71,3907,0,100
2024.02.16,22:00:00,2012.71,2013.165,2011.305,2011.97,5042,0,100
2024.02.16,23:00:00,2011.985,2014.1,2011.985,2013.29,2012,0,100
2024.02.19,1:00:00,2012.51,2017.75,2009.975,2013.985,3910,0,100
2024.02.19,2:00:00,2013.985,2020.175,2013.915,2018.87,4588,0,100
2024.02.19,3:00:00,2018.88,2020.845,2016.495,2019.87,10770,0,100
2024.02.19,4:00:00,2019.885,2022.96,2018.62,2022.38,4937,0,100
2024.02.19,5:00:00,2022.375,2022.435,2019.355,2019.98,2896,0,100
2024.02.19,6:00:00,2020,2020.015,2018.35,2019.13,2300,0,100
2024.02.19,7:00:00,2019.12,2021.54,2018.61,2020.83,3610,0,100
2024.02.19,8:00:00,2020.83,2022.685,2020.515,2021.545,2894,0,100
2024.02.19,9:00:00,2021.555,2023.065,2019.735,2021.005,4241,0,100
2024.02.19,10:00:00,2020.975,2021.26,2019.065,2020.215,5703,0,100
2024.02.19,11:00:00,2020.225,2020.78,2019.315,2020.18,4401,0,100
2024.02.19,12:00:00,2020.175,2020.61,2018.245,2018.99,3040,0,100
2024.02.19,13:00:00,2018.99,2019.635,2018.32,2018.455,4107,0,100
2024.02.19,14:00:00,2018.415,2019.17,2016.02,2016.83,4741,0,100
2024.02.19,15:00:00,2016.82,2019.35,2016.555,2016.9,6158,0,100
2024.02.19,16:00:00,2016.925,2017.725,2015.955,2017.33,4832,0,100
2024.02.19,17:00:00,2017.33,2017.615,2014.8,2014.95,3851,0,100
2024.02.19,18:00:00,2014.95,2016.67,2013.31,2016.29,2965,0,100
2024.02.19,19:00:00,2016.305,2018.585,2016.1,2017.37,1495,0,100
2024.02.19,20:00:00,2017.345,2018.5,2016.915,2017.7,923,0,100
2024.02.19,21:00:00,2017.71,2018.395,2017.71,2017.89,333,0,100
2024.02.20,1:00:00,2016.965,2017.275,2015.89,2016.26,1450,0,100
2024.02.20,2:00:00,2016.27,2016.85,2015.095,2016.28,2740,0,100
2024.02.20,3:00:00,2016.29,2019.31,2015.285,2017.055,4871,0,100
2024.02.20,4:00:00,2017.03,2018.385,2016.925,2017.675,2933,0,100
2024.02.20,5:00:00,2017.68,2018.815,2017.105,2018.355,2550,0,100
2024.02.20,6:00:00,2018.335,2019.785,2018.25,2019.56,1518,0,100
2024.02.20,7:00:00,2019.605,2019.645,2017.79,2018.555,2467,0,100
2024.02.20,8:00:00,2018.555,2020.965,2017.845,2019.54,3435,0,100
2024.02.20,9:00:00,2019.54,2022.93,2018.975,2021.52,5314,0,100
2024.02.20,10:00:00,2021.52,2023.055,2020.8,2022.885,7077,0,100
2024.02.20,11:00:00,2022.88,2025.25,2022.625,2024.105,6828,0,100
