<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2023.10.02,14:30:00,1834.855,1838.27,1834.77,1837.4,4244,0,100
2023.10.02,15:00:00,1837.375,1840.625,1835.975,1836.665,7484,0,100
2023.10.02,15:30:00,1836.66,1837.165,1834.105,1836.33,8301,0,100
2023.10.02,16:00:00,1836.485,1838.52,1835.185,1835.41,6348,0,100
2023.10.02,16:30:00,1835.4,1837.68,1832.365,1833.99,16660,0,100
2023.10.02,17:00:00,1833.725,1837.045,1828.245,1830.475,20293,0,100
2023.10.02,17:30:00,1830.47,1832.68,1827.225,1828.91,13600,0,100
2023.10.02,18:00:00,1828.915,1834.305,1827.515,1833.19,10138,0,100
2023.10.02,18:30:00,1833.21,1834.69,1831.575,1832.695,9602,0,100
2023.10.02,19:00:00,1832.745,1833.28,1830.555,1831.765,6012,0,100
2023.10.02,19:30:00,1831.76,1833.285,1830.55,1831.64,3911,0,100
2023.10.02,20:00:00,1831.645,1833.64,1831.04,1831.675,5780,0,100
2023.10.02,20:30:00,1831.68,1832.805,1831.33,1831.935,3017,0,100
2023.10.02,21:00:00,1831.95,1833.445,1831.26,1831.655,2488,0,100
2023.10.02,21:30:00,1831.645,1831.945,1830.335,1830.685,2650,0,100
2023.10.02,22:00:00,1830.67,1830.735,1829.375,1829.43,2383,0,100
2023.10.02,22:30:00,1829.435,1830.58,1829.305,1829.46,2877,0,100
2023.10.02,23:00:00,1829.45,1829.745,1827.955,1827.98,1536,0,100
2023.10.02,23:30:00,1827.99,1828.34,1827.615,1827.89,1110,0,100
2023.10.03,1:00:00,1828.91,1829.25,1828.47,1828.78,769,0,100
2023.10.03,1:30:00,1828.765,1828.845,1827.445,1828.225,1267,0,100
2023.10.03,2:00:00,1828.23,1828.23,1820.58,1822.37,2619,0,100
2023.10.03,2:30:00,1822.345,1827.01,1822.1,1824.96,1704,0,100
2023.10.03,3:00:00,1824.94,1825.32,1822.13,1823.16,3236,0,100
2023.10.03,3:30:00,1823.23,1825.13,1822.23,1824.745,1828,0,100
2023.10.03,4:00:00,1824.74,1825.175,1822.99,1823.02,2045,0,100
2023.10.03,4:30:00,1823.01,1823.775,1822.745,1823.005,2541,0,100
2023.10.03,5:00:00,1823.05,1823.3,1817,1817.28,3210,0,100
2023.10.03,5:30:00,1817.27,1818.595,1815.3,1817.48,2649,0,100
2023.10.03,6:00:00,1817.485,1818.565,1817.125,1817.31,1639,0,100
2023.10.03,6:30:00,1817.34,1820.825,1816.995,1820.57,1992,0,100
2023.10.03,7:00:00,1820.64,1821.775,1819.82,1820.86,2368,0,100
2023.10.03,7:30:00,1820.88,1821.84,1820.27,1820.735,1884,0,100
2023.10.03,8:00:00,1820.74,1820.975,1819.155,1819.465,1905,0,100
2023.10.03,8:30:00,1819.475,1819.89,1818.25,1819.535,2196,0,100
2023.10.03,9:00:00,1819.53,1823.66,1819.185,1822.93,3944,0,100
2023.10.03,9:30:00,1822.97,1824.685,1822.495,1823.905,3123,0,100
2023.10.03,10:00:00,1823.915,1824.51,1820.785,1821.915,5169,0,100
2023.10.03,10:30:00,1821.91,1824.21,1821.735,1824.12,3933,0,100
2023.10.03,11:00:00,1824.115,1829.185,1824.05,1828.885,5439,0,100
2023.10.03,11:30:00,1828.89,1829.195,1826.07,1826.28,3637,0,100
2023.10.03,12:00:00,1826.29,1827.37,1823.845,1827.36,4013,0,100
2023.10.03,12:30:00,1827.345,1828.045,1825.84,1826.52,3812,0,100
2023.10.03,13:00:00,1826.485,1826.92,1825.035,1826.45,2927,0,100
2023.10.03,13:30:00,1826.455,1827.425,1825.61,1825.845,3124,0,100
2023.10.03,14:00:00,1825.83,1826.39,1823.74,1825.2,5714,0,100
2023.10.03,14:30:00,1825.19,1827.355,1824.875,1826.025,5507,0,100
2023.10.03,15:00:00,1826.02,1829.835,1825.815,1827.325,10099,0,100
2023.10.03,15:30:00,1827.315,1827.315,1824.445,1824.89,7404,0,100
2023.10.03,16:00:00,1824.91,1826.76,1823.56,1823.71,6472,0,100
2023.10.03,16:30:00,1823.68,1831.39,1823.34,1829.115,18047,0,100
2023.10.03,17:00:00,1829.1,1829.32,1819.335,1826.43,37236,0,100
2023.10.03,17:30:00,1826.4,1833.425,1825.11,1826.49,21474,0,100
2023.10.03,18:00:00,1826.495,1828.66,1824.19,1824.825,14432,0,100
2023.10.03,18:30:00,1824.805,1826.275,1822.065,1824.9,11844,0,100
2023.10.03,19:00:00,1824.905,1827.745,1824.435,1827.075,10919,0,100
2023.10.03,19:30:00,1827.11,1828.15,1822.965,1823.965,5575,0,100
2023.10.03,20:00:00,1823.975,1826.03,1822.98,1825.905,5366,0,100
2023.10.03,20:30:00,1825.88,1825.985,1823.515,1823.67,3783,0,100
2023.10.03,21:00:00,1823.665,1824.48,1821.97,1823.355,4753,0,100
2023.10.03,21:30:00,1823.35,1825.555,1823.255,1823.84,3995,0,100
2023.10.03,22:00:00,1823.83,1825.295,1823.43,1824.77,3173,0,100
2023.10.03,22:30:00,1824.75,1824.805,1823.815,1824.005,2931,0,100
2023.10.03,23:00:00,1824.01,1825.105,1823.885,1824.04,1282,0,100
2023.10.03,23:30:00,1824.06,1824.195,1822.835,1822.905,1116,0,100
2023.10.04,1:00:00,1823.675,1824.345,1823.59,1823.595,619,0,100
2023.10.04,1:30:00,1823.585,1823.895,1822.205,1822.73,1158,0,100
2023.10.04,2:00:00,1822.735,1824.995,1822.28,1824.67,1138,0,100
2023.10.04,2:30:00,1824.7,1824.89,1823.03,1823.4,1868,0,100
2023.10.04,3:00:00,1823.34,1823.88,1821.94,1822.79,1775,0,100
2023.10.04,3:30:00,1822.8,1825.08,1822.68,1823.375,2402,0,100
2023.10.04,4:00:00,1823.37,1824.37,1822.74,1824.07,3266,0,100
2023.10.04,4:30:00,1824.015,1824.03,1820.89,1822.78,3814,0,100
2023.10.04,5:00:00,1822.75,1823.065,1821.77,1821.8,1171,0,100
2023.10.04,5:30:00,1821.81,1821.81,1820.06,1820.89,1841,0,100
2023.10.04,6:00:00,1820.895,1822.225,1820.57,1820.99,1664,0,100
2023.10.04,6:30:00,1820.995,1821.285,1819.655,1820.8,1467,0,100
2023.10.04,7:00:00,1820.815,1822.87,1820.81,1822.18,1257,0,100
2023.10.04,7:30:00,1822.175,1823.85,1821.935,1823.63,1194,0,100
2023.10.04,8:00:00,1823.615,1823.745,1821.285,1822.35,1858,0,100
2023.10.04,8:30:00,1822.36,1823.365,1820.985,1821.29,1738,0,100
2023.10.04,9:00:00,1821.305,1821.465,1817.94,1818.165,3300,0,100
2023.10.04,9:30:00,1818.135,1819.15,1816.785,1819.145,3262,0,100
2023.10.04,10:00:00,1819.135,1820.63,1817.455,1820.22,6806,0,100
2023.10.04,10:30:00,1820.21,1823.22,1819.545,1823.17,7319,0,100
2023.10.04,11:00:00,1823.16,1823.51,1821.78,1821.78,5903,0,100
2023.10.04,11:30:00,1821.85,1823.65,1820.32,1823.025,5331,0,100
2023.10.04,12:00:00,1823.07,1824.585,1821.955,1822.085,5320,0,100
2023.10.04,12:30:00,1822.08,1823.56,1821.475,1822.19,3969,0,100
2023.10.04,13:00:00,1822.185,1823.115,1821.14,1822.635,4002,0,100
2023.10.04,13:30:00,1822.62,1823.255,1821.145,1823.175,3436,0,100
2023.10.04,14:00:00,1823.18,1827.248,1822.92,1825.905,7037,0,100
2023.10.04,14:30:00,1825.895,1827.215,1824.46,1825.01,6971,0,100
2023.10.04,15:00:00,1825.02,1830.675,1823.745,1826.545,17343,0,100
2023.10.04,15:30:00,1826.535,1829.325,1825.145,1827.36,13035,0,100
2023.10.04,16:00:00,1827.41,1827.495,1824.12,1824.465,8605,0,100
2023.10.04,16:30:00,1824.44,1825.115,1817.81,1820.335,16552,0,100
2023.10.04,17:00:00,1820.26,1821.98,1817.16,1819.055,24317,0,100
2023.10.04,17:30:00,1819.06,1821.525,1817.72,1818.49,14166,0,100
2023.10.04,18:00:00,1818.48,1826.415,1817.4,1824.345,13592,0,100
2023.10.04,18:30:00,1824.35,1825.47,1822.43,1823.885,9112,0,100
2023.10.04,19:00:00,1823.89,1824.1,1821.46,1822.035,7995,0,100
2023.10.04,19:30:00,1822.065,1823.055,1820.995,1821.075,6966,0,100
2023.10.04,20:00:00,1821.03,1821.385,1819.55,1819.7,5232,0,100
2023.10.04,20:30:00,1819.705,1819.87,1818.32,1818.415,4350,0,100
2023.10.04,21:00:00,1818.41,1818.845,1817.76,1818.25,2908,0,100
2023.10.04,21:30:00,1818.27,1818.36,1816.625,1817.655,3276,0,100
2023.10.04,22:00:00,1817.715,1820.6,1817.48,1820.6,3203,0,100
2023.10.04,22:30:00,1820.63,1823.73,1820.53,1823.345,3807,0,100
2023.10.04,23:00:00,1823.39,1823.4,1821.05,1821.215,1742,0,100
2023.10.04,23:30:00,1821.225,1821.515,1820.545,1821.295,905,0,100
2023.10.05,1:00:00,1821.825,1822.38,1821.675,1822.24,626,0,100
2023.10.05,1:30:00,1822.245,1822.45,1821.65,1822.42,576,0,100
2023.10.05,2:00:00,1822.43,1823.81,1822.38,1823.805,569,0,100
2023.10.05,2:30:00,1823.81,1824.13,1822.54,1822.57,1139,0,100
2023.10.05,3:00:00,1822.61,1823.555,1822.08,1822.475,1759,0,100
2023.10.05,3:30:00,1822.44,1825.765,1821.8,1825.71,2455,0,100
2023.10.05,4:00:00,1825.705,1827.51,1825.7,1826.18,3147,0,100
2023.10.05,4:30:00,1826.17,1828.255,1825.875,1828.11,2143,0,100
2023.10.05,5:00:00,1828.065,1828.48,1826.365,1826.385,1762,0,100
2023.10.05,5:30:00,1826.375,1826.855,1826.06,1826.215,1049,0,100
2023.10.05,6:00:00,1826.21,1827.42,1825.925,1827.41,1299,0,100
2023.10.05,6:30:00,1827.42,1828.75,1827.18,1828.42,1422,0,100
2023.10.05,7:00:00,1828.41,1829.24,1828,1828.59,1231,0,100
2023.10.05,7:30:00,1828.585,1828.88,1827.46,1827.72,1125,0,100
2023.10.05,8:00:00,1827.68,1828.225,1827.1,1828.045,1065,0,100
2023.10.05,8:30:00,1828.05,1828.05,1826.325,1826.35,2070,0,100
2023.10.05,9:00:00,1826.34,1826.65,1823.22,1823.565,3696,0,100
2023.10.05,9:30:00,1823.55,1824.31,1822.19,1822.305,2893,0,100
2023.10.05,10:00:00,1822.295,1822.885,1820.83,1821.535,4539,0,100
2023.10.05,10:30:00,1821.53,1822.5,1819.96,1820.845,4485,0,100
2023.10.05,11:00:00,1820.855,1822.51,1820.665,1821.78,3574,0,100
2023.10.05,11:30:00,1821.77,1822.12,1819.77,1819.92,3757,0,100
2023.10.05,12:00:00,1819.925,1822.24,1819.72,1821.935,3471,0,100
2023.10.05,12:30:00,1821.93,1823.415,1821.735,1822.03,3480,0,100
2023.10.05,13:00:00,1822.055,1823.46,1820.785,1823.36,3435,0,100
2023.10.05,13:30:00,1823.35,1824.05,1822.49,1823.27,4198,0,100
2023.10.05,14:00:00,1823.295,1823.48,1821.045,1821.26,4572,0,100
2023.10.05,14:30:00,1821.29,1823.225,1820.29,1823.1,5162,0,100
2023.10.05,15:00:00,1823.095,1823.96,1819.34,1820.55,7960,0,100
2023.10.05,15:30:00,1820.605,1821.305,1813.04,1815.755,16987,0,100
2023.10.05,16:00:00,1815.775,1819.565,1814.235,1819.125,11954,0,100
2023.10.05,16:30:00,1819.175,1821.935,1817.67,1820.785,19742,0,100
2023.10.05,17:00:00,1820.78,1821.185,1816.76,1819.81,14576,0,100
2023.10.05,17:30:00,1819.785,1820.655,1816.535,1819.955,12381,0,100
2023.10.05,18:00:00,1819.98,1820.035,1815.595,1816.19,9356,0,100
2023.10.05,18:30:00,1816.185,1817.56,1814.47,1815.59,8079,0,100
2023.10.05,19:00:00,1815.63,1818.295,1814.91,1817.83,6617,0,100
2023.10.05,19:30:00,1817.835,1818.365,1816.53,1818.175,3962,0,100
2023.10.05,20:00:00,1818.18,1818.4,1815.865,1818.375,4063,0,100
2023.10.05,20:30:00,1818.36,1819.545,1817.29,1819.165,4150,0,100
2023.10.05,21:00:00,1819.22,1820.535,1818.675,1819.56,3731,0,100
2023.10.05,21:30:00,1819.555,1820.68,1819.155,1820.27,2967,0,100
2023.10.05,22:00:00,1820.25,1820.665,1819.8,1820.13,2223,0,100
2023.10.05,22:30:00,1820.135,1820.92,1819.79,1820.41,2639,0,100
2023.10.05,23:00:00,1820.45,1820.71,1819.52,1819.97,816,0,100
2023.10.05,23:30:00,1819.97,1820.49,1819.86,1820.3,654,0,100
2023.10.06,1:00:00,1820.46,1821.475,1820.46,1821.42,618,0,100
2023.10.06,1:30:00,1821.385,1821.565,1821.03,1821.22,379,0,100
2023.10.06,2:00:00,1821.25,1823.23,1821.225,1822.37,996,0,100
2023.10.06,2:30:00,1822.35,1823.125,1821.32,1821.335,766,0,100
2023.10.06,3:00:00,1821.32,1821.99,1820.32,1820.435,1802,0,100
2023.10.06,3:30:00,1820.41,1822.17,1820.22,1820.74,1375,0,100
2023.10.06,4:00:00,1820.71,1820.96,1819.74,1820.57,1417,0,100
2023.10.06,4:30:00,1820.545,1823.38,1820.47,1822.86,2430,0,100
2023.10.06,5:00:00,1822.88,1823.63,1822.435,1823.515,1227,0,100
2023.10.06,5:30:00,1823.525,1824.12,1823.405,1823.9,1152,0,100
2023.10.06,6:00:00,1823.92,1824.505,1823.36,1824.385,937,0,100
2023.10.06,6:30:00,1824.395,1824.42,1823.725,1824.065,1061,0,100
2023.10.06,7:00:00,1824.005,1824.62,1823.805,1824.35,928,0,100
2023.10.06,7:30:00,1824.345,1824.345,1822.675,1822.835,1118,0,100
2023.10.06,8:00:00,1822.84,1822.975,1821.575,1821.63,1021,0,100
2023.10.06,8:30:00,1821.635,1821.86,1820.79,1821.46,1342,0,100
2023.10.06,9:00:00,1821.44,1821.69,1818.675,1818.68,2193,0,100
2023.10.06,9:30:00,1818.685,1820.06,1818.685,1819.475,3284,0,100
2023.10.06,10:00:00,1819.445,1820.17,1818.67,1819.305,5561,0,100
2023.10.06,10:30:00,1819.31,1821.65,1819.17,1821.44,4389,0,100
2023.10.06,11:00:00,1821.42,1821.81,1819.34,1820.29,3419,0,100
2023.10.06,11:30:00,1820.285,1822.15,1819.765,1821.965,2773,0,100
2023.10.06,12:00:00,1821.975,1822.335,1820.74,1820.955,2452,0,100
2023.10.06,12:30:00,1820.945,1821.825,1820.135,1820.55,2718,0,100
2023.10.06,13:00:00,1820.56,1825.16,1820.56,1823.865,4204,0,100
2023.10.06,13:30:00,1823.86,1824.28,1822.285,1822.665,3309,0,100
2023.10.06,14:00:00,1822.66,1822.84,1821.65,1821.76,3019,0,100
2023.10.06,14:30:00,1821.765,1822.4,1820.71,1821.325,3262,0,100
2023.10.06,15:00:00,1821.32,1821.77,1819.305,1819.86,6924,0,100
2023.10.06,15:30:00,1819.88,1820.275,1810.465,1815.145,31686,0,100
2023.10.06,16:00:00,1815.155,1824.38,1813.94,1823.915,21027,0,100
2023.10.06,16:30:00,1823.89,1826.09,1816.415,1821.37,24848,0,100
2023.10.06,17:00:00,1821.375,1829.58,1820.98,1829.485,18809,0,100
2023.10.06,17:30:00,1829.49,1831.56,1822.75,1823.645,14502,0,100
2023.10.06,18:00:00,1823.64,1834.825,1823.635,1833.33,15392,0,100
2023.10.06,18:30:00,1833.345,1834.93,1831.92,1832.645,15917,0,100
2023.10.06,19:00:00,1832.635,1833.51,1830.91,1832.07,9088,0,100
2023.10.06,19:30:00,1832.075,1832.52,1829.06,1829.275,5162,0,100
2023.10.06,20:00:00,1829.225,1832.285,1828.855,1831.32,6781,0,100
2023.10.06,20:30:00,1831.26,1832.27,1830.375,1831.835,3479,0,100
2023.10.06,21:00:00,1831.88,1833.74,1831.455,1833.715,2799,0,100
2023.10.06,21:30:00,1833.72,1834.01,1831.7,1831.945,2998,0,100
2023.10.06,22:00:00,1831.94,1832.035,1830.13,1830.86,2789,0,100
2023.10.06,22:30:00,1830.88,1831.475,1829.085,1829.505,3300,0,100
2023.10.06,23:00:00,1829.525,1830.295,1829.005,1830.295,1439,0,100
2023.10.06,23:30:00,1830.285,1832.265,1830.255,1832.065,1253,0,100
2023.10.09,1:00:00,1849.955,1855.975,1845.695,1849.02,7376,0,100
2023.10.09,1:30:00,1849.015,1850.655,1846.82,1849.885,4970,0,100
2023.10.09,2:00:00,1849.89,1849.96,1846.9,1846.97,4457,0,100
2023.10.09,2:30:00,1846.93,1848.99,1846.595,1848.03,1610,0,100
2023.10.09,3:00:00,1848.045,1848.98,1846.63,1846.9,3159,0,100
2023.10.09,3:30:00,1846.915,1852.59,1846.27,1852.495,3677,0,100
2023.10.09,4:00:00,1852.49,1852.885,1847.435,1849.35,6477,0,100
2023.10.09,4:30:00,1849.345,1850.54,1847.42,1848.965,3222,0,100
2023.10.09,5:00:00,1849.005,1852.79,1848.895,1851.49,2971,0,100
2023.10.09,5:30:00,1851.57,1852.41,1850.455,1850.555,1879,0,100
2023.10.09,6:00:00,1850.56,1850.68,1848.805,1849.975,1830,0,100
2023.10.09,6:30:00,1849.93,1851.605,1848.85,1851.19,1026,0,100
2023.10.09,7:00:00,1851.21,1853.315,1851.14,1852.4,1545,0,100
2023.10.09,7:30:00,1852.43,1852.49,1850.215,1850.56,1966,0,100
2023.10.09,8:00:00,1850.565,1851.955,1849.335,1849.615,1932,0,100
2023.10.09,8:30:00,1849.62,1852.4,1848.085,1851.86,3462,0,100
2023.10.09,9:00:00,1851.875,1854.44,1850.67,1851.16,4352,0,100
2023.10.09,9:30:00,1851.19,1851.97,1850.02,1850.095,3719,0,100
2023.10.09,10:00:00,1850.055,1850.57,1848.095,1849.99,5913,0,100
2023.10.09,10:30:00,1849.985,1852.735,1849.785,1850.49,5192,0,100
2023.10.09,11:00:00,1850.475,1850.7,1849.005,1849.46,3312,0,100
2023.10.09,11:30:00,1849.455,1851.055,1849.075,1850.53,3062,0,100
2023.10.09,12:00:00,1850.54,1852.375,1850.04,1851.61,2924,0,100
2023.10.09,12:30:00,1851.57,1852.42,1850.445,1851.255,2127,0,100
2023.10.09,13:00:00,1851.265,1852.08,1850.125,1850.43,1854,0,100
2023.10.09,13:30:00,1850.415,1851.225,1849.865,1850.15,1983,0,100
2023.10.09,14:00:00,1850.145,1850.275,1849.13,1849.71,2775,0,100
2023.10.09,14:30:00,1849.73,1850.48,1849.18,1850.07,1974,0,100
2023.10.09,15:00:00,1850.075,1850.1,1847.445,1847.935,6620,0,100
2023.10.09,15:30:00,1847.95,1848.79,1844.965,1848.03,7997,0,100
2023.10.09,16:00:00,1848.02,1849.295,1844.21,1845.545,9413,0,100
2023.10.09,16:30:00,1845.55,1848.025,1844.505,1845.365,12608,0,100
2023.10.09,17:00:00,1845.37,1851.02,1845.14,1850.62,9118,0,100
2023.10.09,17:30:00,1850.63,1852.515,1849.125,1852.15,6216,0,100
2023.10.09,18:00:00,1852.145,1853.16,1850.585,1852.65,5615,0,100
2023.10.09,18:30:00,1852.66,1853.275,1851.07,1851.64,3500,0,100
2023.10.09,19:00:00,1851.63,1851.855,1848.73,1849.58,3805,0,100
2023.10.09,19:30:00,1849.57,1850.5,1848.91,1850.1,2609,0,100
2023.10.09,20:00:00,1850.09,1851.82,1850.01,1850.67,1947,0,100
2023.10.09,20:30:00,1850.695,1855.535,1850.67,1854.55,4987,0,100
2023.10.09,21:00:00,1854.57,1855.53,1854.49,1855.42,1804,0,100
2023.10.09,21:30:00,1855.43,1857.765,1854.67,1857.135,1960,0,100
2023.10.09,22:00:00,1857.14,1862.37,1857.065,1862.36,3443,0,100
2023.10.09,22:30:00,1862.385,1863.555,1862.03,1863.315,2822,0,100
2023.10.09,23:00:00,1863.31,1863.31,1861.235,1861.56,1327,0,100
2023.10.09,23:30:00,1861.51,1862.01,1860.68,1861.405,1124,0,100
2023.10.10,1:00:00,1861.215,1861.6,1860.69,1861.6,687,0,100
2023.10.10,1:30:00,1861.55,1861.9,1861.12,1861.54,504,0,100
2023.10.10,2:00:00,1861.5,1861.55,1860.405,1861.265,977,0,100
2023.10.10,2:30:00,1861.26,1862.78,1861.26,1862.605,1067,0,100
2023.10.10,3:00:00,1862.61,1865.47,1861.65,1862.6,4026,0,100
2023.10.10,3:30:00,1862.57,1864.72,1861.43,1864.11,3212,0,100
2023.10.10,4:00:00,1864.115,1865.285,1863.115,1864.845,5110,0,100
2023.10.10,4:30:00,1864.84,1865.195,1863.145,1863.83,3796,0,100
2023.10.10,5:00:00,1863.825,1864.71,1863.72,1864.36,1929,0,100
2023.10.10,5:30:00,1864.31,1864.62,1862.385,1863.035,3306,0,100
2023.10.10,6:00:00,1863.01,1863.78,1862.47,1863.52,2197,0,100
2023.10.10,6:30:00,1863.515,1863.63,1862.465,1862.53,1874,0,100
2023.10.10,7:00:00,1862.525,1862.575,1861.4,1861.495,1686,0,100
2023.10.10,7:30:00,1861.455,1862.28,1860.85,1860.89,1353,0,100
2023.10.10,8:00:00,1860.9,1861.66,1859.875,1861.295,1706,0,100
2023.10.10,8:30:00,1861.29,1862.22,1860.74,1860.86,2569,0,100
2023.10.10,9:00:00,1860.87,1862.09,1857.335,1858.06,6239,0,100
2023.10.10,9:30:00,1858.09,1858.295,1855.23,1856.6,4727,0,100
2023.10.10,10:00:00,1856.59,1857.89,1855.3,1856.955,7780,0,100
2023.10.10,10:30:00,1856.95,1858.02,1855.455,1857.435,5202,0,100
2023.10.10,11:00:00,1857.43,1858.355,1855.42,1857.91,7434,0,100
2023.10.10,11:30:00,1857.9,1859.885,1857.755,1858.57,6104,0,100
2023.10.10,12:00:00,1858.565,1859.64,1857.75,1859.5,4210,0,100
2023.10.10,12:30:00,1859.4,1859.49,1857.61,1858.38,3444,0,100
2023.10.10,13:00:00,1858.375,1858.47,1856.755,1856.915,2772,0,100
2023.10.10,13:30:00,1856.925,1858.14,1856.395,1856.75,3011,0,100
2023.10.10,14:00:00,1856.76,1856.805,1854.895,1855.85,4534,0,100
2023.10.10,14:30:00,1855.84,1857.465,1855.53,1857.225,3545,0,100
2023.10.10,15:00:00,1857.235,1857.74,1853.75,1855.055,7049,0,100
2023.10.10,15:30:00,1855.04,1856.49,1853.05,1854.58,10997,0,100
2023.10.10,16:00:00,1854.57,1857.02,1853.155,1855.47,10664,0,100
2023.10.10,16:30:00,1855.475,1857.61,1853.855,1857.515,13328,0,100
2023.10.10,17:00:00,1857.475,1858.85,1856.04,1857.535,10367,0,100
2023.10.10,17:30:00,1857.55,1858.16,1853.41,1856.6,7635,0,100
2023.10.10,18:00:00,1856.605,1859.115,1856.03,1858.26,7344,0,100
2023.10.10,18:30:00,1858.265,1862.37,1857.89,1861.34,6916,0,100
2023.10.10,19:00:00,1861.375,1861.955,1858.435,1860.12,5635,0,100
2023.10.10,19:30:00,1860.14,1862.51,1860.03,1861.985,5436,0,100
2023.10.10,20:00:00,1862.02,1862.82,1860.495,1861.915,6647,0,100
2023.10.10,20:30:00,1861.9,1862.04,1858.315,1858.545,4051,0,100
2023.10.10,21:00:00,1858.54,1860.23,1858.175,1860.13,2388,0,100
2023.10.10,21:30:00,1860.14,1860.235,1858.94,1859.42,2713,0,100
2023.10.10,22:00:00,1859.45,1860.065,1858.45,1859.7,2620,0,100
2023.10.10,22:30:00,1859.735,1860.45,1859.53,1860.22,2011,0,100
2023.10.10,23:00:00,1860.19,1860.89,1859.99,1860.48,890,0,100
2023.10.10,23:30:00,1860.465,1860.585,1859.7,1860.465,748,0,100
2023.10.11,1:00:00,1860.48,1860.56,1860.08,1860.085,476,0,100
2023.10.11,1:30:00,1860.075,1860.075,1859.385,1859.86,412,0,100
2023.10.11,2:00:00,1859.84,1860.805,1859.84,1860.33,789,0,100
2023.10.11,2:30:00,1860.355,1860.53,1859.665,1859.72,462,0,100
2023.10.11,3:00:00,1859.71,1861.485,1859.575,1860.865,1765,0,100
2023.10.11,3:30:00,1860.85,1862.175,1860.82,1861.05,1967,0,100
2023.10.11,4:00:00,1860.995,1861.89,1860.375,1860.8,2821,0,100
2023.10.11,4:30:00,1860.805,1861.915,1860.41,1861.725,2642,0,100
2023.10.11,5:00:00,1861.73,1861.73,1859.82,1860.54,2206,0,100
2023.10.11,5:30:00,1860.555,1862.125,1860.495,1861.515,1456,0,100
2023.10.11,6:00:00,1861.51,1861.54,1860.285,1860.685,1607,0,100
2023.10.11,6:30:00,1860.665,1860.95,1859.835,1860.155,1342,0,100
2023.10.11,7:00:00,1860.15,1860.735,1859.775,1859.775,785,0,100
2023.10.11,7:30:00,1859.765,1860.255,1859.485,1859.77,970,0,100
2023.10.11,8:00:00,1859.76,1860.525,1859.31,1859.77,1090,0,100
2023.10.11,8:30:00,1859.81,1860.645,1858.685,1859.53,1862,0,100
2023.10.11,9:00:00,1859.515,1860.745,1858.86,1860.31,2847,0,100
2023.10.11,9:30:00,1860.305,1863.815,1859.58,1862.62,3994,0,100
2023.10.11,10:00:00,1862.61,1865.37,1862.465,1863.76,6334,0,100
2023.10.11,10:30:00,1863.765,1868.26,1863.58,1868.025,8869,0,100
2023.10.11,11:00:00,1868.02,1869.53,1866.97,1869.13,7031,0,100
2023.10.11,11:30:00,1869.12,1869.895,1868.025,1869.635,4728,0,100
2023.10.11,12:00:00,1869.655,1871.145,1869.24,1869.24,4357,0,100
2023.10.11,12:30:00,1869.28,1871.045,1869.125,1870.53,3188,0,100
2023.10.11,13:00:00,1870.54,1873.455,1869.96,1873.32,4285,0,100
